7F1A1204	7C3A80EF 7D6DB019 791B6623
7BC59A71	7EE0AE0C 0586EAEA 7D5D19B0 64121BC2 7AF05D3B 635EEC14 78474FD7 7D278424 7ED46F57 7DAAFA49 7DFC2F0A 7D3CBDEC 749BC14E 7EE89615 7B4BEDE3 80A599EB 77F8E893 81BCC8B2 5FD6618B 79177F4B 0B0CF8ED 75BF9958 7EF7F0CF 7CFB7A65 793CFE5D 80EF5F65 81D8EC2E 7B2A5C92 79F2D156 7A82EF40 7D9EF7DA 7DE05928 6BDD7BE6 7910E8C5 79D3920B 066A9AD0 80175DB2 7F9FF1F4 00107335 81452B2A 76EF517C 7E461698 81218750 812FE132 074B7662 81065C37 7A83856C 7D98AB4E 7FE2B2B5 79CC5D16 715EA462 767D0C0E 79B3C142
808626F1	80DDBB3B 812397A1 786E0C99 5DE7CD09
04920E63	812CF431 7FEB4BBF 7B8616F2 75DF94FC
7D6C58D4	7E0E71A9 59E507B4 7EE2F093 7D980AF2 783F0F19 77CA39E4 7EA64852 71E5A8AC 79FE716A
7D7F6A9E	7DD4E93B 7EBD4EB0 792BBC7B 765711EB 7F9F136F 7889FC2D
7F9BEF1B	7AE7834F 75438514 816EF29E 7B15B867 7EABF139 7DC53449 62F8F6FE 7BBCFA64 801C7C04 7645A103 7D20AC31
814E1045	7A92827B 781E6C1E 5C6DB77B 7E90FB07 80FBEA74 7C9DB88F 79BD8B14 5C583E81 7CC8E767 781332F4 0116D20C
7FBBBE55	80EEF761 7C5D7916 7AE593E8 753EF937
76C701BE	7805847B 76089710 77869ED9
7EC8663D	812B651A 76479FDE
7F4789B7	7A8696ED 764D9DA4
7E0084D0	7D97A81A 5BF6392C 7E54AA77 6FD5D5F6 7D540298 7F4AAD0A 65FAAA6E
74FCDC4B	76457D4D 756C63D4 79733C9F 793F7E61
799BEB68	706EF071 7FC6B96F 7264CA64 75366841 78DF4331 782E7F89 7F311E89 7DD8D378 7983E042 7CDCBCC2 71CEC24F 7997C8C7 7CA4EFF5 80FD2691 75BD5E82 80C2904B 73519B53 7DD4250B 780892FE 5EDC2D08 815F1516 7F4DDA1A 80CBECE0 7A0FC390 718000D5 75AF7BBC 768C04E2 80868E36 7380AD12 7ED5BF6D 775CBF2F 80EEF549
71442532	7620AF0B 793050F6 79C75178 7D81ED4B 7E2835AD 7AB1A5BB 7F3DA715 804F9DB3 78A47B7B 7F6204C6 751AE397 78C14FDD 7D326E06 77EFB1A7 7769B76C 75AC3377 771B5DC0 7B707D36 7E1A24B7 81627C68 7D94DEC8 77684476 7F683617 7D8E66A0 7F178342 7FBF1715 77F3BEB4 7E8D2D2B 7729059F 7DDCC22A 7EA2B5E5 0C89D6B8 7D2B367C 7D84D1DC 806188BA
7F77F0DD	7D555B4D 779E339A 7AF3C23F 7BCCA97A 7A54E544
7E4B9BA5	7BC2E358 783F0F19 14AD5A60 7E9583C6 23FD94DE 7A18803A 802B0D70 76645E0E 802333DC 7EC48FE5 7F4BCD05 79621D9E 7C2D45CB 80EEF761 7C5D7916 58CC2EEE 5B96A28C
7D661393	7BC25111 77A28B8A
7EC6EAD6	7A9E2932 79997481 7A5C7221 7B32FFC8 7875858C 8084109F 80D85C85 7587F471 7D083B07 77BC2DDB 7E370877 780E0CF1 7A501ADB 7EE9DD25 7598B0E2 7EF68B57 7B19296B 7B8C7FD1 7AB54EDA 7FC78321
7F19ABC0	81761FB5 76C12FC6 7C3A80EF 80B8A796 5E63D875 7EB7347E
5EF88CEC	8022B987 5DAAD6F0 8107AE4B 617C40B2 7F31E952 800FFE9E
7653719A	7E4FFE0A 8157D908 7FADEF89 6424A017
7F42FD94	78050236 798C43C5 7648AFED 78042B59 7B87197C 77B4708A
7CF8057F	5869783E 7F4B265B 5B668069
7D0AF3CD	7FED9E16 7711987E 77CE3376 7E1E908F 804BD699 81535343 798D05D1 7B0CDD67 7DC12B27 7D498D19 7E49EB4E
7EE36773	7B8BB181 78D3ABC3 812617CE
8156D116	77A256ED 70BC4669 812E2474 7ECCF476 80D4AAD2 7F023208 7D65F493 63749DF9
7E9121CE	7F8A6915 5AB4809F 7EBC1505 7F052B5D 7FC32D3C
7FAE29E6	75815AFD 7CC97800 7DDBDDEF 79057D2D 80C7D97B 778E4B14 7F3DBB4B 816D59AA
7E4D2CB7	7EE1169F 7E8DEC52 7F5ACD90 7FFF7843
7DA88524	805318DE 7F5CCCD0 7FB1AC51 5A72DAB7 7F588C59
78D22DA4	7EE7BDFD 8107AE4B 588EAF3D
7F218508	8112F0EC 7EA7C798
80724E52	80DF3451 7E90BEE9 777F2FE5 7E03AEBA 7DFFC6C1 7F02800A 819157D5
7F0D8E51	81499A2C 7BFD22F6 7728E19D 7DC6D4C0 7DDBFADB 75B8ACDF 7EF2FE22 2678C8DB 771DDF3C 775574C2 79306BEB 77BC360E 860DF4B6 7E24BFC6 78C5AD39 8105DFFD 5D8B6F2D
7D9271AE	7F774D20 80A46408 034120B5 61C6E408 7FE07966 7FD1E286 5CFD14C2 7F51C6A3 7D4105A1 5B7556E4 7D5D3F5B 596BBABF 7D06CB4B 806B9FA3 074437F6 7EAB025E 7D87EC68
83872632	7EF26148 7DA2A7D2 7ADFB105 7F6E50AC 7DF84787 80DF6540 7E9E6D01 75AC32DF 7FC7B947 7DC494FD 5F4509FA 7C13272E 7E3D6C91 7CD9FC8A 770E2810 7E84966D 803D2047 7DF910FC
767F7C3E	7CA2261C 7CCA1415
76AA6577	805D7916
801E64B0	7EC88896 7ACE4CA0 75C3411F 7F086785 7C787797 7D7290C3 7AEC12F7 7D97085B 77FC26DD 7E688479 80C559A1 78C3D195 79DC5EE7 7CFC9310 7E7C82E7 7931D49E
7E326BD9	79665E28 7E11E90C 79313B1A 7F92D2A3 5FE2F869
80860401	75297E41 80CBA7B7 7E891121 02FF158B 81A91A81
7E3C6D2E	7E2FD76E 7D801862 7E723A68 7FF7B4B6
81500537	746FCA48 7C50FE21 76EFF4AE 7D94F863 7DCFCE67 5E76BDBA 7802AA3A 80D95C07 7AF85C92 7D923AA4 8126F9CF 7DBDFBF9 779300E4 7D6A76C2 6E726E70 78A976EE 6D789D2A 81551D05 7CF76A4B 7D44ED62 7F7478D6 7C472C0A 79DA0A5B 7E439BA2 7DF19010 7E002C36 7CF0E29A 76031DF1 7A72A13A 80DF88C2
75AEA2A8	7720AEDF 7F71123B 756A0FA0 76793465 7E26B944 80C4462F 63E40B01 5F46255F 80910502 754AF73D 7A55F1C3 08808EDC 7925B51C 7CADE9AA 7F18675F 7CD13407 810BA654 7D74D371 34519016 7931D59A 77A92E90 7A58CE1A
80EF3250	811F8931 80547E5F 7F1D5B47
7D9E95D6	7CE8C27D 7FC5FC96 6E90B1BC 7F4077CB 7A0ECBB2 78215790 797403ED 7C249DA0 78BC2B8A
7E0AB209	7D2C5941 5B8799E1 802AEDEC 7EF585CE
809F140D	7993A8F0 7AA58E0D 758A1C30 778AC04F 5D9957FB 77C8592E 809BF265 7742370D
772D2253	7DDE1DBD 792C5BA8 7870C827 7098DEB2 796B9F28 789E889A 7E36E388 7ABF4649 7E986352 80D53340 805FA8BA 80CDC70D 6843C329 7FBD96C9 80F83425 7B682351 7F074733 61B57D22 81523128 06E6048F 77EA4C3A 7BA1AAF3 5BAD2EC9 766CD529 79FB8292 7D582D14 7F16D235 045E87EE 7D72E171 7ED9A911 7FC12116 585FE864
76D30C51	781E396D 7D47BE56 79E115FE 78855473 7D1214B9 7F23171D 7FCA49E0 779A96F9 7A11815B 7530F89B 751F670F 763C145E 75B049BF 7F279E97 78C4A371 78D6DB91 7AE3BCB8 7C40390B 7F597703 80D6F826 7E3311B2 7B466D63 7317F431 7DB2BF4A 7A109221 76111BD6 7BE57F07 7DEF4763 07238405 79C07306 75B8DD04 767ACC0E 7C6E4337 78595A9B 76EB2DBF 7A3C900D 7613EECC 7E3A2DE0 8169918D 38046F79 7C24B35F 759ED7BD 79B889EB 7A0FB424 78EA56F8 79034974 7C05E9A2 75B6977F
7E76867B	5E765296 76368966 7F85CF01 777F0369 7FD060F0 24182FFD
7B59ACA9	7F2855C9 7B4CB284 76E2AC47 5B01C90C 7D6A76C2 76CAE178 0B926B79 75E46413 7F9CC601 80D16EEE 7D504B71 80389F90 75D4471D 7530BD33 774DD93E 777894A0 7E373C31 773BCAB3 7F3338DD 808A0C9F 7F314CA5 6FADB595 7658D48C 7BB44F8A 779A32AF 7EE3DC0A 77E0705A 7B5200E0 755772E8 773BE68E 7F2D2CA7
80EB12A7	7D8CC709 80365ECA 7F7B19CB 7E3C579F 7D142D0E 80EB8D3B 7D92314A 7E4B53E2
7EDCD4B3	7E46D2A2 81559C40 7A8C672E 7EA2CC65 7C1C0583 5B0AA697 810DCFA0 7CC6D4B7 7D5635CA 7F11D9CA 7D34A441 7992683E 3C6467A5 0E00483D 7E8ED0E9 7B2BF66F 5A5F5511 81728855 765F4D28 7D22CACB 8142F68E 7155C46B 7FDD2FF3 7DBAA1AD 78447A7E 7F75255D 7F217062 7B67FEEA 7EAF02B8
8003C7DE	7D0E6C89 5F7DE633 813E959E 797F976D 80CBA7B7 7D78C6FC 78C6328C 5DCF0074 5A8AD810 6A597C87
7DFF9CF0	7B88CBEB 7C69AF78 770187B5 76DE0D2F
5C28F625	801A9CED 78BCC4FC 7C1C0583 7C32E719 798A01C6 7DE1F33C 7E81C814 762A937E 7748CA2E 80AFE97F 7DD48431 753DF308 7ED6DFAD 75159256 7EDF85E8 7D6DB019
5FF3CFD0	7EA50986 75BB7C2B 7F78CE0C 7534AB31 7DEB56B8
7EAAAC91	0B541963 7A738C13 78091DD2 777A58EF 7FB6DC78 8113014D 76688EB0 7E70B1E9 7D84CB84 80EF860B 7730CCEB 7FD0EE78 7A3C1843 7ED23DE7 783E9D5E 79CC41A5 7C94F063 7A03C835 7692E2D8 08151E84 5837DABE 7BAE2F12 804C2761 759650ED 7E456CA1 767BE4E4 801BBC2C 796C03FC
81369B7E	7E99A86B 5953A93F 761413A5 7629E50C 7B3F5834 7F5AB33D 7E9B2361 5F901371 7CF011D0 7F53427C 8032BA9A 7AB09620 7F549D6E 76C8923D 812813FD 79A84EB6 7FB21CBB 7DFEFF2C 76E3915A 8060FB45 7EE627AC 7F762A5E 80E5CCDD 78F6083A 7DF1F942
7DC9C3D7	800E9098 7F05B336 7ABDFBC4 7A15F6FF 7FC7B947 808E8174 7D2E0CC0 7D3EB96C 76AE1084 7FF95614
7DACC70B	7EE73834 7DAFA21B 7A95C6C5 7D355D81 00669D92 019CAA67 80063809 04AC84A8 7A2BBC17 7DCA7558 58C7EA5F 79C0FF06 0A1E1DE3 7F555F1F 7FFBE788 811FD92F
80C146B8	76A33BC3 6EF4D029 7FDCCBF0 7D29BCDA
7646C792	7A7F60E6 775D2ECB 78DD5CD3 7DDFA697
7EEDDB2A	7D07C1DC 7AF7576A 75459F0E 81B8F9A3 7E36A9D1 803CFA2D
7D697007	7D76BF46 6E6CAFEB 81516365 822829A8 6F84145D 80711152 78554133 7E3BC2DE 021B94D6 10501EB2 722A612D 781404AD 80D4447F 83E2FA35
80D288C4	78CBBB5F 76EA8F3C
80EAF336	7CEFD3D3
812ACB4B	78874188 7DE7960E 811F8931 7F2F39C8 7AB8AFBF 258577C5 7C92D4EE 7CC97800 798AE762 7F697D87 7FEE8919 757E64E5
7AB6ADFB	5C5E0119 811E170E 7D9E416C 7EAD2C6A 7D015A0F 00F0E657
812DF388	7A785DE5 7730CD89 78BF7C43 7A841234 77D18056 786F99C5 7DED3F96 0B8EB750 5940FE17 7611D4C2 63E348DA 7FA391C5 78362839 7E7D2E3C 7EE34101 7AFAAA90 84BDDFAF 78CD7776 7AD835D6 7AD6732E 7B763300 816A5EAB 7A2C6952 7C1D2F69 7F17FDA3 0A448EBF 7CFC2936 7B293B77 7C63319F 70A01C66 7A38CE29 7CDA292C 800058B9 773C487C 7A71B0CD 7FA73D6F 7D289CB8 767D6A04 79725070 7B795224 7ED2AE47 805D2A80 768E899D 8135FAD4 8065E244 7D6BA89A 7F417493 7C3FDC45 8176BC96 76DF5071 7BAD2EAD 5B1C5F9C 789E467B 7BC66247 80C6F7AD 758A3A3C 7BA6DA90 7CC89718 7D0D5911 72910065 7D1C2F7C 7D605E72 7ADB1726 7AE11BF0
800A7C2F	7944A6BF 7B90E715 7C0C743A 783540AE 596216B0 5B47AE89 75C69F4E 7640C61D 7C5B30FD 772A60B8 76C71B37 77D63630 79740BFB 7B9B85F5 7C2AB0A4 7F913AE4 59F87D86 75873676 76EE7802 7BB016BB 7935EF76 7B933620 7D147AF3 77FC9194 75EEA46F 7B3AD21C 78B69624 7CD69AE0 78F24175 7757384A 793FC0CC 75120F43 78473C97 7E2A9C4F 810658A6 7EAD1608 7D416638 775840BA 7CC36574 79252F4B 73C7E211 7AB5D30A 7BCB5DB3 7E12D6D7 800EE361 7F6AB05D 77BC2D08 7A9D484D 79D11F99 7F50487D
7E3ADF7D	815D8F96 778BF6F5 808EE837 790AD003 7FDB4E80 755F3D91 7D6CE915 77C12F58 09C08931 7EE561FE 75F3D121 77B092D9 7804ABF4 7B0C2810 0C514F07 77220687 7FB31FDD 5BE47FF2 815351D7 7BD6A33C 7E930372 7EA47A77 7C7333C7
804F106D	7F4B265B 5E691AC1 7CF8057F
7EE50C03	7C084B99 0AA44B4B
58B745F9	7FD807A2 76789030
7C765DE8	7AD6BB14 1277AC18
8111BB4C	7CFE3664 7EDEF081 811E94C1 7C89E99C 7B9C81E1 7FE485CA 7F2A1C79 7B7A3841 7CAAB093 7CFF397E 7FEC2E07 7E9C86A9 7E1B9796 7A19C102 7C88F74F 792BFEEA 78D4A2EE 7AC241E6 7DB05FB4 7F3DCB5E 76BE9900 80698310 24353799 7F00E6C5 05B04043 7D2E244C 78523AED 77B23BC9 7DC50563
7F4B9569	7D843C23 78E4FD42 5DC0D716 7E09476E 7EED7F63 7BCF59C8 794A0986 80AF4EF7 7955EDD4 7E00167B 8624BC4C 75A431BE 7818D622 7BD24846 5D3719AA 5F0A3E6D 79A0F4C2 7B6D85CC 7B9E0DCE 817628CC 7ED89101 760204D4 76845312 7C068749 7DDE0CFF 7FB726E7 7FAEA9E7 79BF8B25 7BDEE9D0 7996FDDE 7C58F173 66F927DA 810B5F80 778C1DF5 5B9A0D4D
7B964D94	7EFA841C 801694BE 7F568FEF
7F6EF179	7D2D592F 79D6BB2F 7D18977F 75BA9828
7FDBC387	808BB539 6D36D637 6BA06A38 7798F718 7FC6767D 5E6933C4 8128454D
7C520B8B	777A2F0A
7F1CBF50	5C88EFAC
7FCE7E7A	791AC402 1277AC18
80B6F9A5	59A89088
7DC034B1	7DCDBE3D 81675F35 5DA5AA9A 7DC256D1
80F6F4E1	7B756F13 7A1BE700 7C58DD17 762CFDB5 79CD7CC9 83FB6DC7 7A1E32E4 77128336 7798571F 77AAC8DB 77DADEA8 764C9BE6 816EB524 7A0AC8D3 75C8FF12 7A3722EA 770DB5A5 754B4871 785B15F3 7C4DE979 78625847 7BCDCF74 7F750C17 836FB363 7A6C15FB 78B57A59 78CD9AA9
807FDBDB	780F84E2 800F08EB 7B54D1FE 7F204177 7667BF4C
7BE1B087	7555F3CF 7A6251AA 7E129FBD 79A2B1D7 7A93419C
7EFD48B3	7DA6582E 7F7A1288 7BB3D6F6 6164F0B1 7A4E0374 5C9E07E2 0AE4BCED 804ABE20 7EAE63CF 837AF2E0 7AD32A8F 797A76F1 7DD39493
7D925328	7CDBC3C4 5FBAC577 7B484830 7C612DBC 7BAB7A74
7E78FFE8	7C2B80FB 80D51ED3 80FBAA11
7F054912	815E04D6 808716FE 7F3EB177 8038D60B 7F4BAC22 77A1BF93 79AB3C3D 7FE07966 7E3B3C45
7FAEC5CC	7ED657F9 80B4B748 7FEEDEA9 7CB852D1 78750253 80F27AFE 7EB025E6 7F28DE8A 80C422F7 7AF9D3F6 7D593CFE 7EF60D59
7FB8364D	5DED80B1 7F65A898 7821513F 79646AF7 06A32500 81366FBD 7FF30EA5 6C8211B9
80C84FC7	7FA817B5
5E7EE78F	765F87D5
7DA6FA36	7B4839E1 5B0C0AC1 7CF918E9 76F6ACCF 5BB0FEF2 80108E96 801FBC45 7F483FB0
75F61600	7DC1C7DF 811936CD 779101DD
58F55A22	766B69DA 7E35C5B2 7902F0F4 7CFD9E7D 7E09476E 7B410E38 800D554D 7851361B 816ACE3F 786C3F9A
79D76EE2	770EFAC5 5DA37A0C
7E1F810A	5D1D0B74 801618DF 808716FE
8171E78B	75222D8D 81F9A734 802E64F9 80B12DC1
7D2B4656	80B6A474 7AC6FE7F 5931AFE8 5AAF7725 7CE14731 5FDB5493
7F9036ED	219B9A43
80D210B6	7A45F53E 7FE5514F
7C3050AE	81760FF6 81485AA5 7FF6691C 7F04C3B9 792363C2 80973989 7EE0BBE5 7DC160A5 8087FD56 6C27164B 78F08034 7FB604EE 784FB8FD 7F55E1D9 7FFF8F5E 59E112A1
7ED688D5	7DB48FA1 5C46A894 80D25BFA 817973BE 7A0E1672
772E9389	76CFF4F2 77D1A250 7CE78A11 7A3FCC79 79178A89 7C857CBF 7E98FDCB 78E6BFFC 794FE4E1 77316AE0 7C8A6802 7CD035E8 7D150B51 767C51B3 76A86DF4 80E9950C 78A57609
7D93906E	7F587FE9 78E241F3 80A26094 8071050E 7EC243EB
7E156A1F	6CE0C9F0 79FCA40A 7C1C0583 7FA5C7AB 5A1DF8EA
7E6562AE	807C3446 7FE0F0EB 79872E4E 7CD040BE 7D0C096B 5E030992 80416E8A 80B7AE93 7E132526 75A457A7 7EBE2BD2 603AD1E1 80121F0F 7C288C1D 776B9CD9 7FC018F0 7DA80944 7F9663BE 790F3B54 800A8249 75DBC542 80A9418D
7A3F3927	7555F3CF 81487367 7970A6DD 7B04BE60 7674E4FF
7D005E8B	7910E8C5 7C6AE8CC 7E84A19D 2398A62F 7C6AE8D7 7570AA56 79BEEC8F
764D002B	80F98601 7B55B748 800C4F9F
75B45512	7C65C814
7DF49BF8	7DC3FEFB
7E3846D6	788D8B40 806A613C 8118AD5B 05F4C38A
76A4D523	7DCBDFC2 7CCEF44B 7E384AC7 76313690 0CF91ED2 7516725B 83E84B61 77DE4F06 7FB36840 763BC830 76F6CBC3 7915FA3C 0C1C63D8 69AA15E5 7B966643 754D0AEB 7BDBD311 6BC0BDB6 7E049E3C 75B569F1 5F1361D6 776AEA54 7934FCE0 785A7D39 7A1F2383 768027C8 75479679 801CB6AE 7E1ADDF4 76CA8DE0
7FC6B3EF	7F38CE93 7B2563FC 801F8005 7F459F22 76B57DE0 816B33F5 7FC44216 7E218F31 81230400
7CA99D6B	7671DCFF 7EEC9AFB 7ADF387A
7F2EDD26	0334C700 24379E04 80841F48 7D1AF44C 80636A9F 81076C59 804A732F 5C85EC4E 7B3B6426 0B22A47F 79014AF1 7E970936 7DAAF2D8 7FB5D728 5F86A39F 5DACACDB 7D90FA84 77DCD5F2 7F8DC1CA 7E06EC80 77307C32 7B0C8778
80CF9BCD	77538823 83B9D640 7AEC150C 75DF4ED7 7646319B
7CE93063	7A42FFFD 7714877A 7F1B95D2 760C8789 7D95E434 77F48CFB 7B0D269F 5E4CFFA5 7DE4CB31 7D85C648 7E2B3837 7FB5D53E 7F7DAD75 7862B424 7A4B4FA2 7FB3D251 7D5D5EBE
80E5E6E3	7DECD12B 7A44BB6C 800961EA 8174026A 7C12740E 76A3FBD8 813A0465 5D0C8A35 5FD4351E 7BFFF260 68362A77 7D1A5292 7DC90264 75397BF2 75442B09 7D11F517 75C118A9 8079444B
7EE4091F	7CC60CC1 77292336 7EBCC7A0 772049D0 7D41BF31 79695553 8050238E 808E210E 7EEB932F 7FDBA316
7CFB0154	75C89ABD
80CC433A	7E5835CB 265B3A5F 257174EF 7736DBB5 7CEE0C05
7E5BFEFE	75A387F3 79F5C7A4 7DB15145 7D55491F 7F1BD2C8 816E0AFA 7689E5C9 772DD344 77D2F2D6 806AAF7D 812C03FA 76B1A747 7EB03BAA 7EEB5978 7F046AF7 7FDA5CCD 7E0EA4E7 7BEE8977 7E8C6DA6 7F6E10F4 78013A9D 78CAB338 78E88BAD 7F9D9636 7E893A8B 7DA12A8B 80ACDD7F 799281E8 7E0A53E6 7F3F23E1 8061B1B5 7DDAC3B4 7CB8E962 80262899 7E31799C 7F4CCA2E 7D8D46F0 7F8B917F 7FCDB60F 8136F988 80299697 7E47A2BD 7F3C5BCA 816C966A 8188054F 815FEEF6
8073E83F	7D890C7A 7F53B674 7764B277 7EF37FA0 81071A9B 801E201B 76535DBB
7FA2858C	7D3AC26B 7E506B41 806847FC 80B6B326 7BD9DB47 751A77E4 7EE545C2 7D141007 7EF1FF97 80982E62 7DD56FE6 800F81E1 811FF230 81F5A769 72AA62B5 8017B63E 7E4D4D0B 77FA576C 7F2F2FB4 80121779 7D58840A 7E34CD62 7F3AB91B 8037D632
7F53FE27	6CBCF0A4 775C06C5 81A62689 630679B0 772142B1 80AD7052 5C9C43D1 7E5BF29B 81916028 77B465B6 80B1539B
7A341660	23F9BA5E 7DAEF54C 807F4FE5 5BB90C80 271362F1 8052F12B 814D3F4B 7D19147C 7E81CDC7 7E92CC2E
800557BE	7F44CECB 7F69A96D 7B0F964A 7F0E6F73 80F3A5BF 7A6048F3 77FF432F
76A07738	7FEA3B4C 5AD15799
804C647A	7C66D201 75DCD431 7D1C319A 7E5CBEE7 80D55EED 12FD8A73
75D7A657	79E1EC41 789855EF 7A8AD3B4 75AAB346 760118A4 7904E873 7529DF37 7C06EB65 7EE7DF92 7B2E4DCD 797045D6 7AEA3B82 7A7C3109 781B5C10 7C0991F8 77D6CBBD 7A644F9D
7E17EE60	5C2D44C8 7EA941B2 764EEBED 76E87DA0 7DB7CEA6 77A05840 750E355B 5D3BD0F8
805DF26D	783EBD10 7D4CB14D
776FD5CD	806E0B8F
832C78F0	76DBFBC5 763A74B0 6ED72C4E 7AC2B638 7B94AE7D
7FB278C7	7C92D4EE 8020A93F 76F68123 75ABD9F1 7DEFC4BF 7FEBA6D1 78B47638 7EE0F154 7CAD0FED 7629FA99 79F0F672 7BA8F266 76CC7B6A 7CCD4162 7EAA175D 76A7D0C6 8167EF40 76801514 7D1D13C2 7FB1AFEB 76C08069 7D3860EE 7926EC1B 7BA0248E 786578D7 75192C81 762D5581 7B0AE7DC 6128DA66 75159256 782C478B 7EF34015
7F6D18CC	7C3A80EF 794494EB 7F30B489 5F9D637F 7D138B5D
74A2C38B	5A64E9E6
7D9600EB	7ABC5BD7 7E9EE15D 7DE76F02 782E9ED0 7B26BB16 7E723A68 77539223 7E397954 811BB2EF 75ABB6FA 79E3A8F8 76AC6AEC 8044397A 77CB13CC 7FB22414 7F378EFD 7DCDED26
7F18ACFD	787D54EC 816C0D7D 7FAC8588 80760A5A 7CB828A6 815F39A1 7736D08A 5E8BD742 75AC17EB 7ECB200A 7F885186 59CF5710 7A892199 7741FD35 7B8DA29B 7B4A1C62 7870D817 782D3D6E 783259DB 7C7D6102 8508BB69 7A5E7067 77029481 7577E3BC 813A4191 7B6CB134 77EA965D 7F14BDDA 7CD4AA6C
81738CFD	81F697D9 790CF148 7F92D275 7DCB4435 753AEE31 7D8E5A7F 7D29D8C4 754F7F32
7ED4971F	80B59950
798F281D	7E40BD1B 78CA2DF1 7690C5A9 7A38C599 7EC2D674 7EFB26FB 7B1770AC 7B25BB96 7D57C03E 7FDE60A6 7446DEA3 81596A8A 7D459B04 7D097744 80641504 7ADDCCC1 7F6F7BF8 77653828 7827ADCB 6ED4A24D 7B016916 7B847657 782699A7
77A0C41F	0A9B67CE 79737B1D 768DAD15 7EAE8546 75BA0DF3 7889B7AA 799B6FCB 78D935FA 7CBCC289 7AD2E1A4 7839443C 7D650D14 0402AF1E 7BFE2206 7DAEDD60 75F7D1BA 757B1F43 7959E996 79F2D577
7DC7CBE2	778F6444 81675F35 81400E7A 7F7156BB 5F3F7149 80D4AAD2
813E5572	753C489D 5B7FA795
7D7D898C	79B719FF 7F2E5B43 7E9631AA 5AC80065
7E96EA3C	7D9780FE 7125D744 80BBE9B1 801618DF
8028EE61	5F290515
7CDC4FAB	813FAD1B 7E699F0D 7DD3B938 80245EF9 765F4D28 7D05CBC3 7F606CFF 8076984F 7EC46A3A 7F75255D 805F83D3
7FE7E1A2	7A62CE51 05175CC8 7ED542EE 7A61221C 8093CD23
7F3DC913	5AB8905A 089475E5 5CC4581C 7CFAD85B 58F17CC8 0BC04B64 5879F4CE 76BFAC06 7679D208 7D9A75F4 804C4B9F 7532D0AE 7D078956
78399028	656541DA 7C7CCCBC 76CD655D 7F6FE860 7EAC1386 7BF291B7 80077C0F 8163869D 7E1336FD 7E275955 814CFB32 7BBD31B8 811A6D39 77C16D9E
5AB0DC07	5B8C85E9 7EE6EBB2 7CF4BA12 78EB8960 80DAFDD0 7F00E6C5 33149775
809CABE8	7FEEDEA9 808133C8 799CCF14 7E2D7567 770ECB75 03E3B8B0 773A6D7E 25713CA0
7D69EAB7	765F4D28 7DBAA1AD
7BBFDA18	788782A8 7C8B6B40 7A631C65 7FFA8BEA 7F3CBF6C 78CDE13F 7DD4A04B
78BB260C	7D137634 80EB1968 7572315C 77C707F0
76436316	75C11965 7B1C9D79 7DFD24FD 769D02C7 7518FEC4 7BE24A1C 77B129D5 7CE69E9B 7DF6557A 7870269D 7E47CB24
7639A622	75CAFFD9
7A950352	7AC6EB24 7C17FE08 80CC6DBD 7E9B5E8F 7F9CCD14 7E8C640D 760ADDB2
79C6B397	7F42018F 794D48EE 7777DB89 7957BC81 80CBD9EE 7F012F90 7BD52900 7C971B49 7E343A6F 76676435 7B24116C 7DA9CD48
5B4EA9BB	7F1A690F
7E720CE7	7D9780FE 7F899C10 802B21B2 7D370538 75D9438C 78E7945F 7962E161 7DCE1CA9 7EDCE512 7936A71B
80890062	7D3F0056 806D6975 590C62EB 7B3C12EE 75088F2C
7D83DD6B	766B993A 7AACE109 7FD9CC68
77AFAC7D	7B868AB3
7EF1305A	5CFAE95E
7FB13AD5	79332D5F 7A0B95B2 80FCD347 75157758
7FEDC7F0	8159D736 7E78FEB2 81376770 78EE87B4 782C478B
75CF5868	799C189D 76077B13 789D6E5D 7B272627 78BF0990 7978159C 787ED52E 7774C500 7B6360A1
81640843	5E19915A 7F6FF24E 7638AE8D 7D0C1E31 7683DF09 806EBEAD 81660DF1 7C7BA6F1 5F5ACFF7 7C4E9959 7BB29419 81075741 78ECFEBC 5F0194B9 5C5BAC74 809E09DA 76594BE6
7E5215FD	5DDD5EC7 80CD14C5 7E3EBD3E 73AAEC44 5C06278D 5FF697FE 7A2EFFCB 5CD02B3F 7EF01848 78E0B2D1 7D9780FE 81570D20 7FD1E286 801B663F 806B9FA3 80D9ED00 5DD43FA3 7F584C17 7DB5BE83 7BE0AEFF 7E94E3B6 7E36E145 7EF585CE 7F5D3416 61C6E408 7DA0CA3F 802AEDEC 80F5E743 5D731F7C 7DF0F3C3
7650F09F	7D538826 7D2D07CD 807A2465
7F8CF169	7D93656B
7AC86115	7EC051DE 7DC9C3D7 7576E657 7643A697
685B7758	77CAA2A3 7C12A46D 78BEBFF5 7C520B8B 75C6DD2C 793F3729 7BB35645 78D42D1A 7E7F532B 801BC1DA 7823EB3E 7BF783CE 7D3878CD 78BF2EDC 7F0A91C8 7BC58052 7A42D53C
7FCE5E42	83D44CDC 771F2BA1 75B0066A 12F39D0F 764B015A 83E84B61 75D850FF 80635EDC 7E355BA9 76DF792C 7CB9B11F 7CFC6859 7DD8AC81 7D7F4686 752764E8 0A2646BE 769498A1 6F56BEF8 7C2E3B90 7ECB5717 7C397995 7C5E198A 7E7D46B3 7F917B41 75862DCB 7709220F 76DF30FA 7A0ADF51 7EAABB23 7BE20786 7A9425C2 7746A18B
