3316C1E9	Geoffrey Mazeroff A
779D42A2	Dwarf spheroidal galaxies in the Virgo Cluster
7A26F048	Quality Control of Pharmaceutical Aspirin Powder by Near-Infrared Reflectance Spectra and Multivariate Analysis
311BA4BD	Tanzania: A Hierarchical Cluster Analysis Approach
8026EF3C	Identification of asthma phenotypes using cluster analysis in the Severe Asthma Research Program.
5A5445D7	Mining large query induced graphs towards a hierarchical query folksonomy
7E60D77B	GSM-R: A Hybrid Scheduling Approach to Dynamic Load Balancing in Hierarchical Cluster of Servers
7C25874F	Phenotypic diversity of basic characteristics of genotypes from the Serbia onion collection
79DB6182	Trees, Taxonomy, and Strongly Compatible Multi-state Characters
601D9A8F	Lens Mapping of Dark Matter Substructure with VSOP-2
7F44B66E	Delineation of shallow seismic source zones using K-means cluster analysis, with application to the Aegean region
613A8A1A	The Connection of X-Ray Clusters of Galaxies with the Early Star Formation Histories
7E48E0C0	The statistical neuroanatomy of frontal networks in the macaque
79D43EA0	Semantic distance norms computed from an electronic dictionary (WordNet)
7A39FC2C	The dynamical evolution of clusters of galaxies
63E0D442	A new application of hierarchical cluster analysis to investigate organic peaks in bulk mass spectra obtained with an Aerodyne Aerosol Mass Spectrometer
7FE69CAF	Identifying Chromosomal Fragile Sites from a Hierarchical‐Clustering Point of View
7A377D81	Fingerprint analysis of Lingzhi (Ganoderma) strains by high-performance liquid chromatography coupled with chemometric methods
7D88F3A6	Proteome Dynamics during C2C12 Myoblast Differentiation
6CBDAC98	Assessment of the water quality and identification of pollution sources of Kaduna River in Niger State (Nigeria) using exploratory data analysis
04D6958B	Pvclust: An R package for hierarchical clustering with p-values
5CD188D6	Knowledge Extraction from Transducer Neural Networks
77F0274F	Rapid assessment of metal contamination in commercial fruit juices by inductively coupled mass spectrometry after a simple dilution
7E736D12	A two-layer hierarchical permission based mutual exclusion algorithm
7BDD6DDE	Query Expansion Associated with Clustering
78397E1E	Application of An Improved DBSCAN Algorithm in Web Text Mining
7602DEEA	CLUSTERING PANEL DATA VIA PERTURBED ADAPTIVE SIMULATED ANNEALING AND GENETIC ALGORITHMS
7F568B23	Sequencing diurnal air flow patterns for ozone exposure assessment around Houston, Texas
78D63607	A hierarchical clustering based global outlier detection method
803D388D	Data Compression Algorithm Based on Hierarchical Cluster Model for Sensor Networks
7B4A17E8	Online automatic identification of the modal parameters of a long span arch bridge
77D83A5E	Association between dietary heterocyclic amine levels, genetic polymorphisms of NAT2, CYP1A1, and CYP1A2 and risk of colorectal cancer: a hospital-based case-control study in Japan.
8134F13B	An Adaptive Anomaly Detection Based on Hierarchical Clustering
83192F97	3 Hospital Stocks Are Jumping -- Is 1 A Buy?
765DCAF5	Automatic hierarchical clustering algorithm for remote sensing data
760A3FB4	Chemometric characterization of s-triazine derivatives in relation to structural parameters and biological activity
7FE61FEF	Improved energy efficiency semi static routing algorithm using sink mobility for WSNs
7F005888	Triangle meshes segmentation and its application to region of interest in 3D model
808604CD	A hierarchical method for whole‐brain connectivity‐based parcellation
7070AAAA	Hierarchical clustering to validate fuzzy clustering
7B087E55	ResHDrch of classification for defective components of automotive recall based on clustering algorithm
16F8C95E	昆虫の走査型電子顕微鏡像による科の分類に関する検討 : 画像特徴を用いた階層型クラスタリングによる高精度化 (メディア工学 映像表現&コンピュータグラフィックス ヒューマンインフォメーション)
0E392D68	Service-selecting approach based on domain-specified QoS model and its application in logistics
7AF87C30	Study of the Structure of the Coma Cluster Based on a Hierarchical Powerful Clustering Method
77F179B1	Thematico-visual image retrieval: how to deal with partially indexed corpora
7FF8E892	An attempt at an empirical delimitation of neurasthenic neurosis and its relation with some character traits
24289B5B	1A1-N07 人間行動モデルを用いた人間-機械協調ロボット制御系の応用(人間機械協調)
7CFB2165	The molecular signature of therapeutic mesenchymal stem cells exposes the architecture of the hematopoietic stem cell niche synapse
7D9B0D18	Probabilistic suffix models for API sequence analysis of Windows XP applications
7DF1C488	Gene expression profiling identifies p63 as a diagnostic marker for giant cell tumor of the bone
76A0C13E	Active learning for Turkish sentiment analysis
78BFC2EA	Molecular AFLP Analysis of the Genotypes of Pepper Capsicum annuum Cultivars
7A701790	Open burning of agricultural biomass: Physical and chemical properties of particle-phase emissions
7B42FCB7	Modeling clustered non-stationary Poisson processes for stochastic simulation inputs
78BF1B9A	An Improved Hierarchically Adaptive Distributed Fault Diagnosis in Mobile Ad Hoc Networks Using Clustering
7FE06073	Panmictic structure of Helicobacter pylori demonstrated by the comparative study of six genetic markers
81848EC9	A Novel Method for Hierarchical Clustering of Search Results
81628C75	Police Officers' Perceptions of Rape Is There Consistency Between State Law and Individual Beliefs?
7EF5FD57	A new ranking methodology based on hierarchical cluster analysis
7F09FA82	Energy Balancing in Wireless Sensor Networks with Selecting Two Cluster-Heads in Hierarchical Clustering
5C53F1BF	昆虫の走査型電子顕微鏡像による科の分類に関する検討 : 画像特徴を用いた階層型クラスタリングによる高精度化 (画像工学)
7CABE5AD	Histological Characteristics of the Fetal Inflammatory Response Associated with Neurodevelopmental Impairment and Death in Extremely Preterm Infants
7B2023CC	The spatial correlation function of galaxies confronted with theoretical scenarios
78E7CE02	Alginate gels: Rupture characteristics as a function of the conditions of gel formation
7D5E85B9	EMAGE--Edinburgh Mouse Atlas of Gene Expression: 2008 update.
76DA0AA6	Assessing modularity using a random matrix theory approach.
798BAFD6	0-Step K-means for clustering Wikipedia search results
75099392	Characterization of aroma compounds of Chinese famous liquors by gas chromatography–mass spectrometry and flash GC electronic-nose
7B2EF3BB	Microcosm‐based analyses of Scots pine seedling growth, ectomycorrhizal fungal community structure and bacterial carbon utilization profiles in boreal forest humus and underlying illuvial mineral horizons
77B5D9D6	Late Quaternary paleoclimatic and paleoenviromental changes in the Tyrrhenian Sea
58E72846	Hierarchical Information-based Clustering for Connectivity-based Cortex Parcellation
7F66B523	A fuzzy ART-based modular neuro-fuzzy architecture for learning hierarchical clusterings
7589F34C	Unsaturated fatty acids promote hepatoma proliferation and progression through downregulation of the tumor suppressor PTEN
0594639D	I Social Media e il loro impiego nelle strategie di Corporate branding: un'indagine esplorativa
7271724A	Effect of solvent type on the extractability of bioactive compounds, antioxidant capacity and colour properties of natural annatto extracts
807740CA	Bone Histomorphometric Changes After Liver Transplantation for Chronic Cholestatic Liver Disease
8176AAF3	Generating a Topic Hierarchy from Dialect Texts
7B821542	Phylogenetic influences in microbial hydroxylation of terpenoids
794D68D7	Cluster-Based Design for Two-hop Cellular Networks
7ED3EC04	Hierarchical linear discounting class N-gram language models: A multilevel class hierarchy approach
75D6E14B	Large Graph Visualization by Hierarchical Clustering: Large Graph Visualization by Hierarchical Clustering
825925C9	Способы выявления многопользовательских компьютеров в сети Интернет
492A2797	HCABS: The hierarchical clustering algorithm based on soft threshold and cluster member bounds for w
7A786B4F	Biclustering binary data and its application in traditional Chinese Medicine
77C47107	Discovering the learned rules of dress collocation inside neural network mechanism
7823BFD6	Array-based comparative genomic hybridization and immunohistochemical studies in gliomatosis cerebri
75FF6555	Examination of the Molecular Signature Associated With Islet Dysfunction
80257D1E	Taxonomy of nominal type histogram distance measures
7E6FC00F	Analysis of spatial point patterns using hierarchical clustering algorithms
7C75E3F8	Fatty Acid and Cholestrol Content of Manchego Type Cheese Prepared with Incorporated Avocado Oil
14882855	Hierarchical clustering method identifies adaptation of mitochondrial signaling to the treatment of mitochondrial blockers that regulates the expression of cell cycle genes.
7B242EB7	Quantitative site classification in the key county in the conversion of farmland to forests project
017871C6	A Polynomial Algorithm for Optimal Microaggregation
71D913AC	Composable scalable enterprises with agile autonomous components
5D6FE209	A Topological Hierarchical Clustering: Application to Ocean Color Classification
7F5E8DBF	Biological indication of heavy metal pollution in the areas of Donje Vlase and Cerje (southeastern Serbia) using epiphytic lichens
7F03C78F	Place field dynamics and directionality in a spatial memory task
5A84704B	Data Analysis in Community and Landscape Ecology: Cluster analysis
77D06E97	Natural Themes in Soviet School History Textbooks.
7794AC3E	Methods for grouping shapes of synaptic currents recorded from sets of synapses
75A3A751	Stability and Adaptability Analysis in Sunflower from Eight Locations in Pakistan
80EF4FED	Hardware/Software Codesign of Resource Constrained Real-Time Systems
7D0E0809	Efficient clustering approach using incremental and hierarchical clustering methods
7D82DE83	Zebrafish Behavioral Profiling Links Drugs to Biological Targets and Rest/Wake Regulation
858775A2	In the box or up in the gods? Using multiple correspondence analysis to segment the opera audience in Flanders (Belgium)
7E02F637	Averaged acoustic emission events for accurate damage localization
5B871363	Clustering Regression Functions in a Panel
803FAEB4	Automated Food Ontology Construction Mechanism for Diabetes Diet Care
7DB77252	Automated clustering of ensembles of alternative models in protein structure databases
