7538AFB4	Signal Processing-image Communication<---A region-based subband coding scheme
7DD32CDB	International Conference on Multimedia and Expo<---A Fast Downsizing Video Transcoder for H.264/AVC with Rate-Distortion Optimal Mode Decision
7F8E7B87	International Conference on Image Processing<---Reconstruction error in transform/subband coding
782302EA	Journal of Visual Communication and Image Representation<---Improved H.264 rate control by enhanced MAD-based frame complexity prediction
802B9970	Information not present<---RDO Transform Selection for a Multi-Transform Video Encoder
7ACCEBDC	Signal Processing-image Communication<---Rate control algorithm based on quality factor optimization for Dirac video codec
83517A16	IEEE Signal Processing Letters<---JPEG2000 ROI coding with fine-grain accuracy through rate-distortion optimization techniques
7D2A4479	IEEE Transactions on Circuits and Systems for Video Technology<---Model-Based Joint Bit Allocation Between Texture Videos and Depth Maps for 3-D Video Coding
7C4711E1	IEEE Transactions on Circuits and Systems for Video Technology<---One-Sided $\rho$ -GGD Source Modeling and Rate-Distortion Optimization in Scalable Wavelet Video Coder
7E688CC1	IEEE Transactions on Circuits and Systems for Video Technology<---A Two-Stage Rate Control Mechanism for RDO-Based H.264/AVC Encoders
7EF9935D	International Symposium on Information Theory<---Rate Distortion Optimization of H.264 with Main Profile Compatibility
7680D04A	Journal of Visual Communication and Image Representation<---Fast H.264 Intra-prediction mode selection using joint spatial and transform domain features
7EDE5EC0	International Conference on Image Processing<---Channel-aware rate-distortion optimized leaky motion prediction
7D6008B2	IEEE Transactions on Multimedia<---Compression of 3-D Point Visual Data Using Vector Quantization and Rate-Distortion Optimization
7D88DB01	International Conference on Image Processing<---Rate-distortion optimized video coding considering frameskip
7EA5080C	IEEE Transactions on Image Processing<---Wavelet-Based Joint Estimation and Encoding of Depth-Image-Based Representations for Free-Viewpoint Rendering
7CC511C0	Multimedia Signal Processing<---Rate-distortion Optimization for MP3 Audio Coding with Complete Decoder Compatibility
7BACB232	International Conference on Multimedia and Expo<---Combined SNR and Temporal Scalability for H.264/AVC using Requantization Transcoding and Hierarchical B Pictures
76317665	International Conference on Image Processing<---Flicker Reduction in Intra Coded Frames of H.264/AVC
5ABD732E	Information not present<---A Fast Block-Matching Motion Estimation Algorithm For H.264/AVC
7DD4A386	IEEE Transactions on Image Processing<---Rate-Distortion Optimized Motion-Compensated Prediction for Packet Loss Resilient Video Coding
7587EA31	Information not present<---Motion estimation for depth maps coding based on rendered view distortion
7AAB19CD	IEEE Transactions on Image Processing<---Motion Estimation Without Integer-Pel Search
77DC56B0	Ieice Transactions<---A Direct Inter-Mode Selection Algorithm for P-Frames in Fast H.264/AVC Transcoding
02A823D5	Information not present<---Rate-distortion optimizations for motion estimation in low-bit-rate video coding (extended abstract)
7DFD90A3	IEEE Journal on Selected Areas in Communications<---Rate control for robust video transmission over burst-error wireless channels
7E7885A1	International Conference on Image Processing<---Rate-distortion optimized video streaming with adaptive playout
7B18AC84	Information not present<---Rate-distortion optimized 3D wavelet video coder
777470AD	Information not present<---Audio coding based on rate distortion and perceptual optimization
5B09A55A	International Conference on Image Processing<---Rate-distortion optimized streaming of compressed light fields
7870A32E	IEEE Transactions on Circuits and Systems for Video Technology<---Compression of 3-D triangle mesh sequences based on vertex-wise motion vector prediction
003BB491	Information not present<---Depth Map Compression for Depth-Image-Based Rendering
7624C006	Information not present<---Novel rate distortion optimized region of interest video coding for embedded video SOCs
7F1A6F85	Gastroenterology<---Fast intra prediction mode decision using parallel processing
7863155B	Information not present<---Compression of ultrasound images using wavelet-based space-frequency partitions
83F07F57	Information not present<---H.264 인트라 프레임의 Rate Distortion 성능 향상을 위한 모드 결정 기법
7F29B18B	IEEE Transactions on Audio, Speech, and Language Processing<---Rate-distortion optimized quantization in multistage audio coding
7745BAD6	International Conference on Mobile Multimedia Communications<---Fast rate-distortion optimization in the H.264/AVC standard
7C6369B5	Signal Processing-image Communication<---Advanced motion threading for 3D wavelet video coding
58CA5A3E	International Conference on Image Processing<---Enhancement of direct mode selection in B pictures for bit rate reduction of compressed video sequences
7E580C55	Global Communications Conference<---Applications of Video Distortion Estimation Algorithms for Efficient Video Streaming
7DAC5F2B	International Conference on Image Processing<---Coding Gain and Tuning for Parametrized Visual Quality Metrics
78A3CE9C	International Conference on Image Processing<---End-to-End Rate-Distortion Optimized Motion Estimation
811D8DB5	International Conference on Image Processing<---Robust Low-Delay Video Transmission using H.264/AVC Redundant Slices and Flexible Macroblock Ordering
5B04B18A	Advanced Concepts for Intelligent Vision Systems<---An Efficient Mode Decision Algorithm for Combined Scalable Video Coding
7B6D9683	Visual Communications and Image Processing<---Direct macroblock coding for predictive (P) pictures in the H.264 standard
77A17A01	Information not present<---R-D based quantization in H.264
77E3ED81	International Conference on Multimedia and Expo<---Source Distortion Temporal Propagation Model for Motion Compensated Video Coding Optimization
7FE29334	International Conference on Multimedia and Expo<---Modeling the delays of successively-transmitted Internet packets
7F79498F	International Conference on Image Processing<---Rate-distortion optimized streaming of video with multiple independent encodings
806522A7	Multimedia Signal Processing<---New Prediction Modes for Parallel Processing of H.264/AVC
7F20C62E	Multimedia Signal Processing<---Multiple description image coding with redundant expansions and optimal quantization
7E10E6FF	Picture Coding Symposium<---Low complexity hardware implementation of reciprocal fractional motion estimation for H.264/AVC in mobile applications
787E3B66	Visual Communications and Image Processing<---Rate-distortion optimized media streaming with adaptive rate control
7CF3F3F3	International Conference on Image Processing<---Rate-distortion optimized video streaming over Internet packet traces
80B90FF0	International Symposium on Circuits and Systems<---Compress compound images in H.264/MPEG-4 AVC by fully exploiting spatial correlation
777C115B	Etri Journal<---A Fast Intra Skip Detection Algorithm for H.264/AVC Video Encoding
805E5CEA	IEEE Transactions on Multimedia<---Branch and bound algorithms for rate-distortion optimized media streaming
5E22AA9B	Information not present<---JPEG2000 low complexity allocation method of quality layers
5C406C78	Information not present<---Rate distortion optimized design of quantized bandpass filters
7D5D8AB5	IEEE Transactions on Circuits and Systems for Video Technology<---Convex Programming Formulations for Rate Allocation in Video Coding
7D9D27A6	International Conference on Acoustics, Speech, and Signal Processing<---A Rate-Distortion Optimization Algorithm for Rate Control in H.264
5957ACA0	International Conference on Information and Communication Security<---Content-dependent Frequency Domain based RDO Mode Decision
751D0E76	Information not present<---A Low Complexity Fast Inter Prediction Algorithm for H.264/AVC
757632E4	International Conference on Image Processing<---Motion vector prediction in multiview video coding
7E7AC30E	International Symposium on Information Theory<---Rate distortion efficiency of subband coding with crossband prediction
5C6988A2	Information not present<---Pruned Mode Decision based on Variable Block Sizes Motion Compensation for H.264
